# turn             x            px             y            py             z            pz   track state
   748   5.46189E-05   6.32634E-07   0.00000E+00   0.00000E+00  -9.41501E-04   1.70000E-02            -9
   749   1.87286E-05   4.92968E-06   0.00000E+00   0.00000E+00  -9.42747E-04   1.70000E-02            -9
   750   3.64899E-06  -2.59230E-06   0.00000E+00   0.00000E+00  -9.44032E-04   1.70000E-02            -9
   751   4.55225E-05  -3.89773E-06   0.00000E+00   0.00000E+00  -9.45299E-04   1.70000E-02            -9
   752   4.39730E-05   4.13786E-06   0.00000E+00   0.00000E+00  -9.46529E-04   1.70000E-02            -9
   753   2.71567E-06   2.25671E-06   0.00000E+00   0.00000E+00  -9.47798E-04   1.70000E-02            -9
   754   2.06482E-05  -5.03630E-06   0.00000E+00   0.00000E+00  -9.49083E-04   1.70000E-02            -9
   755   5.47901E-05  -2.55021E-07   0.00000E+00   0.00000E+00  -9.50327E-04   1.70000E-02            -9
   756   2.32871E-05   5.13733E-06   0.00000E+00   0.00000E+00  -9.51569E-04   1.70000E-02            -9
   757   1.66789E-06  -1.78632E-06   0.00000E+00   0.00000E+00  -9.52852E-04   1.70000E-02            -9
   758   4.17496E-05  -4.42610E-06   0.00000E+00   0.00000E+00  -9.54124E-04   1.70000E-02            -9
   759   4.74543E-05   3.54202E-06   0.00000E+00   0.00000E+00  -9.55354E-04   1.70000E-02            -9
   760   5.10408E-06   3.02184E-06   0.00000E+00   0.00000E+00  -9.56618E-04   1.70000E-02            -9
   761   1.62197E-05  -4.74480E-06   0.00000E+00   0.00000E+00  -9.57904E-04   1.70000E-02            -9
   762   5.41597E-05  -1.13523E-06   0.00000E+00   0.00000E+00  -9.59153E-04   1.70000E-02            -9
   763   2.79664E-05   5.19458E-06   0.00000E+00   0.00000E+00  -9.60391E-04   1.70000E-02            -9
   764   4.39897E-07  -9.27963E-07   0.00000E+00   0.00000E+00  -9.61672E-04   1.70000E-02            -9
   765   3.75571E-05  -4.82507E-06   0.00000E+00   0.00000E+00  -9.62948E-04   1.70000E-02            -9
   766   5.03489E-05   2.84267E-06   0.00000E+00   0.00000E+00  -9.64179E-04   1.70000E-02            -9
   767   8.14516E-06   3.69838E-06   0.00000E+00   0.00000E+00  -9.65439E-04   1.70000E-02            -9
   768   1.21188E-05  -4.31431E-06   0.00000E+00   0.00000E+00  -9.66725E-04   1.70000E-02            -9
   769   5.27460E-05  -1.98228E-06   0.00000E+00   0.00000E+00  -9.67979E-04   1.70000E-02            -9
   770   3.26298E-05   5.09981E-06   0.00000E+00   0.00000E+00  -9.69213E-04   1.70000E-02            -9
   771   9.10436E-10  -4.23869E-08   0.00000E+00   0.00000E+00  -9.70492E-04   1.70000E-02            -9
   772   3.30678E-05  -5.08293E-06   0.00000E+00   0.00000E+00  -9.71771E-04   1.70000E-02            -9
   773   5.25720E-05   2.06027E-06   0.00000E+00   0.00000E+00  -9.73005E-04   1.70000E-02            -9
   774   1.17500E-05   4.26652E-06   0.00000E+00   0.00000E+00  -9.74259E-04   1.70000E-02            -9
   775   8.46557E-06  -3.75741E-06   0.00000E+00   0.00000E+00  -9.75546E-04   1.70000E-02            -9
   776   5.05906E-05  -2.77142E-06   0.00000E+00   0.00000E+00  -9.76805E-04   1.70000E-02            -9
   777   3.71406E-05   4.85584E-06   0.00000E+00   0.00000E+00  -9.78036E-04   1.70000E-02            -9
   778   3.63756E-07   8.44432E-07   0.00000E+00   0.00000E+00  -9.79312E-04   1.70000E-02            -9
   779   2.84132E-05  -5.19210E-06   0.00000E+00   0.00000E+00  -9.80593E-04   1.70000E-02            -9
   780   5.40584E-05   1.21769E-06   0.00000E+00   0.00000E+00  -9.81831E-04   1.70000E-02            -9
   781   1.58133E-05   4.70964E-06   0.00000E+00   0.00000E+00  -9.83080E-04   1.70000E-02            -9
   782   5.36671E-06  -3.09039E-06   0.00000E+00   0.00000E+00  -9.84366E-04   1.70000E-02            -9
   783   4.77566E-05  -3.47960E-06   0.00000E+00   0.00000E+00  -9.85630E-04   1.70000E-02            -9
   784   4.13667E-05   4.46986E-06   0.00000E+00   0.00000E+00  -9.86860E-04   1.70000E-02            -9
   785   1.51783E-06   1.70649E-06   0.00000E+00   0.00000E+00  -9.88132E-04   1.70000E-02            -9
   786   2.37294E-05  -5.14932E-06   0.00000E+00   0.00000E+00  -9.89416E-04   1.70000E-02            -9
   787   5.47645E-05   3.39537E-07   0.00000E+00   0.00000E+00  -9.90657E-04   1.70000E-02            -9
   788   2.02160E-05   5.01480E-06   0.00000E+00   0.00000E+00  -9.91901E-04   1.70000E-02            -9
   789   2.91285E-06  -2.33276E-06   0.00000E+00   0.00000E+00  -9.93186E-04   1.70000E-02            -9
   790   4.43269E-05  -4.08610E-06   0.00000E+00   0.00000E+00  -9.94455E-04   1.70000E-02            -9
   791   4.51845E-05   3.95320E-06   0.00000E+00   0.00000E+00  -9.95685E-04   1.70000E-02            -9
   792   3.42940E-06   2.51850E-06   0.00000E+00   0.00000E+00  -9.96952E-04   1.70000E-02            -9
   793   1.91536E-05  -4.95579E-06   0.00000E+00   0.00000E+00  -9.98237E-04   1.70000E-02            -9
   794   5.46698E-05  -5.48528E-07   0.00000E+00   0.00000E+00  -9.99483E-04   1.70000E-02            -9
   795   2.48296E-05   5.17311E-06   0.00000E+00   0.00000E+00  -1.00072E-03   1.70000E-02            -9
   796   1.17572E-06  -1.50674E-06   0.00000E+00   0.00000E+00  -1.00201E-03   1.70000E-02            -9
   797   4.04023E-05  -4.57317E-06   0.00000E+00   0.00000E+00  -1.00328E-03   1.70000E-02            -9
   798   4.84821E-05   3.32100E-06   0.00000E+00   0.00000E+00  -1.00451E-03   1.70000E-02            -9
   799   6.04261E-06   3.25666E-06   0.00000E+00   0.00000E+00  -1.00577E-03   1.70000E-02            -9
   800   1.48196E-05  -4.61713E-06   0.00000E+00   0.00000E+00  -1.00706E-03   1.70000E-02            -9
   801   5.37768E-05  -1.42057E-06   0.00000E+00   0.00000E+00  -1.00831E-03   1.70000E-02            -9
   802   2.95188E-05   5.17999E-06   0.00000E+00   0.00000E+00  -1.00955E-03   1.70000E-02            -9
   803   2.06087E-07  -6.36525E-07   0.00000E+00   0.00000E+00  -1.01083E-03   1.70000E-02            -9
   804   3.60974E-05  -4.92652E-06   0.00000E+00   0.00000E+00  -1.01210E-03   1.70000E-02            -9
   805   5.11629E-05   2.59176E-06   0.00000E+00   0.00000E+00  -1.01333E-03   1.70000E-02            -9
   806   9.28105E-06   3.89936E-06   0.00000E+00   0.00000E+00  -1.01459E-03   1.70000E-02            -9
   807   1.08543E-05  -4.14321E-06   0.00000E+00   0.00000E+00  -1.01588E-03   1.70000E-02            -9
   808   5.21119E-05  -2.25112E-06   0.00000E+00   0.00000E+00  -1.01713E-03   1.70000E-02            -9
   809   3.41466E-05   5.03529E-06   0.00000E+00   0.00000E+00  -1.01837E-03   1.70000E-02            -9
   810   3.22896E-08   2.52356E-07   0.00000E+00   0.00000E+00  -1.01965E-03   1.70000E-02            -9
   811   3.15385E-05  -5.13579E-06   0.00000E+00   0.00000E+00  -1.02093E-03   1.70000E-02            -9
   812   5.31482E-05   1.78680E-06   0.00000E+00   0.00000E+00  -1.02216E-03   1.70000E-02            -9
   813   1.30501E-05   4.42778E-06   0.00000E+00   0.00000E+00  -1.02341E-03   1.70000E-02            -9
   814   7.37344E-06  -3.54788E-06   0.00000E+00   0.00000E+00  -1.02470E-03   1.70000E-02            -9
   815   4.97238E-05  -3.01592E-06   0.00000E+00   0.00000E+00  -1.02596E-03   1.70000E-02            -9
   816   3.85775E-05   4.74330E-06   0.00000E+00   0.00000E+00  -1.02719E-03   1.70000E-02            -9
   817   6.59407E-07   1.13384E-06   0.00000E+00   0.00000E+00  -1.02847E-03   1.70000E-02            -9
   818   2.68590E-05  -5.19479E-06   0.00000E+00   0.00000E+00  -1.02975E-03   1.70000E-02            -9
   819   5.43800E-05   9.29652E-07   0.00000E+00   0.00000E+00  -1.03099E-03   1.70000E-02            -9
   820   1.72394E-05   4.82646E-06   0.00000E+00   0.00000E+00  -1.03223E-03   1.70000E-02            -9
   821   4.47897E-06  -2.84855E-06   0.00000E+00   0.00000E+00  -1.03352E-03   1.70000E-02            -9
   822   4.66825E-05  -3.69259E-06   0.00000E+00   0.00000E+00  -1.03479E-03   1.70000E-02            -9
   823   4.26817E-05   4.31261E-06   0.00000E+00   0.00000E+00  -1.03602E-03   1.70000E-02            -9
   824   2.06911E-06   1.98206E-06   0.00000E+00   0.00000E+00  -1.03729E-03   1.70000E-02            -9
   825   2.21959E-05  -5.10175E-06   0.00000E+00   0.00000E+00  -1.03857E-03   1.70000E-02            -9
   826   5.48222E-05   4.53506E-08   0.00000E+00   0.00000E+00  -1.03981E-03   1.70000E-02            -9
   827   2.17266E-05   5.08378E-06   0.00000E+00   0.00000E+00  -1.04106E-03   1.70000E-02            -9
   828   2.25544E-06  -2.06571E-06   0.00000E+00   0.00000E+00  -1.04234E-03   1.70000E-02            -9
   829   4.30771E-05  -4.26135E-06   0.00000E+00   0.00000E+00  -1.04361E-03   1.70000E-02            -9
   830   4.63389E-05   3.75585E-06   0.00000E+00   0.00000E+00  -1.04484E-03   1.70000E-02            -9
   831   4.22021E-06   2.77217E-06   0.00000E+00   0.00000E+00  -1.04611E-03   1.70000E-02            -9
   832   1.76856E-05  -4.85934E-06   0.00000E+00   0.00000E+00  -1.04739E-03   1.70000E-02            -9
   833   5.44617E-05  -8.40275E-07   0.00000E+00   0.00000E+00  -1.04864E-03   1.70000E-02            -9
   834   2.63804E-05   5.19225E-06   0.00000E+00   0.00000E+00  -1.04988E-03   1.70000E-02            -9
   835   7.67858E-07  -1.22230E-06   0.00000E+00   0.00000E+00  -1.05116E-03   1.70000E-02            -9
   836   3.90132E-05  -4.70555E-06   0.00000E+00   0.00000E+00  -1.05243E-03   1.70000E-02            -9
   837   4.94422E-05   3.08932E-06   0.00000E+00   0.00000E+00  -1.05367E-03   1.70000E-02            -9
   838   7.04982E-06   3.48100E-06   0.00000E+00   0.00000E+00  -1.05493E-03   1.70000E-02            -9
   839   1.34601E-05  -4.47461E-06   0.00000E+00   0.00000E+00  -1.05621E-03   1.70000E-02            -9
   840   5.33092E-05  -1.70136E-06   0.00000E+00   0.00000E+00  -1.05746E-03   1.70000E-02            -9
   841   3.10645E-05   5.14875E-06   0.00000E+00   0.00000E+00  -1.05870E-03   1.70000E-02            -9
   842   5.96942E-08  -3.43036E-07   0.00000E+00   0.00000E+00  -1.05998E-03   1.70000E-02            -9
   843   3.46098E-05  -5.01215E-06   0.00000E+00   0.00000E+00  -1.06126E-03   1.70000E-02            -9
   844   5.19004E-05   2.33253E-06   0.00000E+00   0.00000E+00  -1.06249E-03   1.70000E-02            -9
   845   1.04752E-05   4.08779E-06   0.00000E+00   0.00000E+00  -1.06375E-03   1.70000E-02            -9
   846   9.64290E-06  -3.95878E-06   0.00000E+00   0.00000E+00  -1.06503E-03   1.70000E-02            -9
   847   5.13983E-05  -2.51275E-06   0.00000E+00   0.00000E+00  -1.06629E-03   1.70000E-02            -9
   848   3.56419E-05   4.95460E-06   0.00000E+00   0.00000E+00  -1.06752E-03   1.70000E-02            -9
   849   1.51644E-07   5.46286E-07   0.00000E+00   0.00000E+00  -1.06880E-03   1.70000E-02            -9
   850   2.99959E-05  -5.17214E-06   0.00000E+00   0.00000E+00  -1.07008E-03   1.70000E-02            -9
   851   5.36417E-05   1.50760E-06   0.00000E+00   0.00000E+00  -1.07132E-03   1.70000E-02            -9
   852   1.43963E-05   4.57479E-06   0.00000E+00   0.00000E+00  -1.07257E-03   1.70000E-02            -9
   853   6.34572E-06  -3.32692E-06   0.00000E+00   0.00000E+00  -1.07385E-03   1.70000E-02            -9
   854   4.87852E-05  -3.25073E-06   0.00000E+00   0.00000E+00  -1.07512E-03   1.70000E-02            -9
   855   3.99786E-05   4.61553E-06   0.00000E+00   0.00000E+00  -1.07635E-03   1.70000E-02            -9
   856   1.04102E-06   1.41959E-06   0.00000E+00   0.00000E+00  -1.07762E-03   1.70000E-02            -9
   857   2.53066E-05  -5.18078E-06   0.00000E+00   0.00000E+00  -1.07890E-03   1.70000E-02            -9
   858   5.46150E-05   6.38636E-07   0.00000E+00   0.00000E+00  -1.08014E-03   1.70000E-02            -9
   859   1.86983E-05   4.92776E-06   0.00000E+00   0.00000E+00  -1.08139E-03   1.70000E-02            -9
   860   3.66492E-06  -2.59755E-06   0.00000E+00   0.00000E+00  -1.08267E-03   1.70000E-02            -9
   861   4.55464E-05  -3.89373E-06   0.00000E+00   0.00000E+00  -1.08394E-03   1.70000E-02            -9
   862   4.39475E-05   4.14152E-06   0.00000E+00   0.00000E+00  -1.08517E-03   1.70000E-02            -9
   863   2.70183E-06   2.25126E-06   0.00000E+00   0.00000E+00  -1.08644E-03   1.70000E-02            -9
   864   2.06791E-05  -5.03778E-06   0.00000E+00   0.00000E+00  -1.08772E-03   1.70000E-02            -9
   865   5.47917E-05  -2.48981E-07   0.00000E+00   0.00000E+00  -1.08897E-03   1.70000E-02            -9
   866   2.32555E-05   5.13642E-06   0.00000E+00   0.00000E+00  -1.09021E-03   1.70000E-02            -9
   867   1.67887E-06  -1.79201E-06   0.00000E+00   0.00000E+00  -1.09149E-03   1.70000E-02            -9
   868   4.17768E-05  -4.42292E-06   0.00000E+00   0.00000E+00  -1.09277E-03   1.70000E-02            -9
   869   4.74325E-05   3.54644E-06   0.00000E+00   0.00000E+00  -1.09400E-03   1.70000E-02            -9
   870   5.08554E-06   3.01691E-06   0.00000E+00   0.00000E+00  -1.09526E-03   1.70000E-02            -9
   871   1.62488E-05  -4.74726E-06   0.00000E+00   0.00000E+00  -1.09655E-03   1.70000E-02            -9
   872   5.41667E-05  -1.12933E-06   0.00000E+00   0.00000E+00  -1.09779E-03   1.70000E-02            -9
   873   2.79345E-05   5.19471E-06   0.00000E+00   0.00000E+00  -1.09903E-03   1.70000E-02            -9
   874   4.45611E-07  -9.33920E-07   0.00000E+00   0.00000E+00  -1.10031E-03   1.70000E-02            -9
   875   3.75868E-05  -4.82282E-06   0.00000E+00   0.00000E+00  -1.10159E-03   1.70000E-02            -9
   876   5.03314E-05   2.84773E-06   0.00000E+00   0.00000E+00  -1.10282E-03   1.70000E-02            -9
   877   8.12247E-06   3.69412E-06   0.00000E+00   0.00000E+00  -1.10408E-03   1.70000E-02            -9
   878   1.21453E-05  -4.31768E-06   0.00000E+00   0.00000E+00  -1.10537E-03   1.70000E-02            -9
   879   5.27582E-05  -1.97669E-06   0.00000E+00   0.00000E+00  -1.10662E-03   1.70000E-02            -9
   880   3.25984E-05   5.10096E-06   0.00000E+00   0.00000E+00  -1.10785E-03   1.70000E-02            -9
   881   1.18914E-09  -4.84421E-08   0.00000E+00   0.00000E+00  -1.10913E-03   1.70000E-02            -9
   882   3.30991E-05  -5.08167E-06   0.00000E+00   0.00000E+00  -1.11041E-03   1.70000E-02            -9
   883   5.25593E-05   2.06582E-06   0.00000E+00   0.00000E+00  -1.11165E-03   1.70000E-02            -9
   884   1.17238E-05   4.26306E-06   0.00000E+00   0.00000E+00  -1.11290E-03   1.70000E-02            -9
   885   8.48865E-06  -3.76159E-06   0.00000E+00   0.00000E+00  -1.11419E-03   1.70000E-02            -9
   886   5.06076E-05  -2.76631E-06   0.00000E+00   0.00000E+00  -1.11545E-03   1.70000E-02            -9
   887   3.71107E-05   4.85799E-06   0.00000E+00   0.00000E+00  -1.11668E-03   1.70000E-02            -9
   888   3.58592E-07   8.38457E-07   0.00000E+00   0.00000E+00  -1.11795E-03   1.70000E-02            -9
   889   2.84451E-05  -5.19186E-06   0.00000E+00   0.00000E+00  -1.11924E-03   1.70000E-02            -9
   890   5.40509E-05   1.22356E-06   0.00000E+00   0.00000E+00  -1.12047E-03   1.70000E-02            -9
   891   1.57843E-05   4.70708E-06   0.00000E+00   0.00000E+00  -1.12172E-03   1.70000E-02            -9
   892   5.38570E-06  -3.09525E-06   0.00000E+00   0.00000E+00  -1.12301E-03   1.70000E-02            -9
   893   4.77779E-05  -3.47511E-06   0.00000E+00   0.00000E+00  -1.12427E-03   1.70000E-02            -9
   894   4.13392E-05   4.47294E-06   0.00000E+00   0.00000E+00  -1.12550E-03   1.70000E-02            -9
   895   1.50737E-06   1.70077E-06   0.00000E+00   0.00000E+00  -1.12677E-03   1.70000E-02            -9
   896   2.37611E-05  -5.15012E-06   0.00000E+00   0.00000E+00  -1.12806E-03   1.70000E-02            -9
   897   5.47624E-05   3.45571E-07   0.00000E+00   0.00000E+00  -1.12930E-03   1.70000E-02            -9
   898   2.01852E-05   5.01321E-06   0.00000E+00   0.00000E+00  -1.13054E-03   1.70000E-02            -9
   899   2.92719E-06  -2.33817E-06   0.00000E+00   0.00000E+00  -1.13183E-03   1.70000E-02            -9
   900   4.43521E-05  -4.08236E-06   0.00000E+00   0.00000E+00  -1.13310E-03   1.70000E-02            -9
   901   4.51602E-05   3.95712E-06   0.00000E+00   0.00000E+00  -1.13433E-03   1.70000E-02            -9
   902   3.41396E-06   2.51320E-06   0.00000E+00   0.00000E+00  -1.13559E-03   1.70000E-02            -9
   903   1.91841E-05  -4.95760E-06   0.00000E+00   0.00000E+00  -1.13688E-03   1.70000E-02            -9
   904   5.46731E-05  -5.42515E-07   0.00000E+00   0.00000E+00  -1.13812E-03   1.70000E-02            -9
   905   2.47978E-05   5.17254E-06   0.00000E+00   0.00000E+00  -1.13936E-03   1.70000E-02            -9
   906   1.18499E-06  -1.51253E-06   0.00000E+00   0.00000E+00  -1.14065E-03   1.70000E-02            -9
   907   4.04304E-05  -4.57029E-06   0.00000E+00   0.00000E+00  -1.14192E-03   1.70000E-02            -9
   908   4.84617E-05   3.32565E-06   0.00000E+00   0.00000E+00  -1.14315E-03   1.70000E-02            -9
   909   6.02263E-06   3.25194E-06   0.00000E+00   0.00000E+00  -1.14441E-03   1.70000E-02            -9
   910   1.48480E-05  -4.61990E-06   0.00000E+00   0.00000E+00  -1.14570E-03   1.70000E-02            -9
   911   5.37855E-05  -1.41476E-06   0.00000E+00   0.00000E+00  -1.14695E-03   1.70000E-02            -9
   912   2.94870E-05   5.18046E-06   0.00000E+00   0.00000E+00  -1.14819E-03   1.70000E-02            -9
   913   2.10012E-07  -6.42534E-07   0.00000E+00   0.00000E+00  -1.14947E-03   1.70000E-02            -9
   914   3.61277E-05  -4.92459E-06   0.00000E+00   0.00000E+00  -1.15074E-03   1.70000E-02            -9
   915   5.11469E-05   2.59700E-06   0.00000E+00   0.00000E+00  -1.15198E-03   1.70000E-02            -9
   916   9.25713E-06   3.89536E-06   0.00000E+00   0.00000E+00  -1.15323E-03   1.70000E-02            -9
   917   1.08797E-05  -4.14686E-06   0.00000E+00   0.00000E+00  -1.15452E-03   1.70000E-02            -9
   918   5.21257E-05  -2.24567E-06   0.00000E+00   0.00000E+00  -1.15578E-03   1.70000E-02            -9
   919   3.41157E-05   5.03678E-06   0.00000E+00   0.00000E+00  -1.15701E-03   1.70000E-02            -9
   920   3.07595E-08   2.46308E-07   0.00000E+00   0.00000E+00  -1.15829E-03   1.70000E-02            -9
   921   3.15701E-05  -5.13487E-06   0.00000E+00   0.00000E+00  -1.15957E-03   1.70000E-02            -9
   922   5.31372E-05   1.79248E-06   0.00000E+00   0.00000E+00  -1.16080E-03   1.70000E-02            -9
   923   1.30229E-05   4.42461E-06   0.00000E+00   0.00000E+00  -1.16206E-03   1.70000E-02            -9
   924   7.39524E-06  -3.55230E-06   0.00000E+00   0.00000E+00  -1.16334E-03   1.70000E-02            -9
   925   4.97423E-05  -3.01099E-06   0.00000E+00   0.00000E+00  -1.16460E-03   1.70000E-02            -9
   926   3.85483E-05   4.74577E-06   0.00000E+00   0.00000E+00  -1.16583E-03   1.70000E-02            -9
   927   6.52467E-07   1.12793E-06   0.00000E+00   0.00000E+00  -1.16711E-03   1.70000E-02            -9
   928   2.68909E-05  -5.19490E-06   0.00000E+00   0.00000E+00  -1.16839E-03   1.70000E-02            -9
   929   5.43743E-05   9.35601E-07   0.00000E+00   0.00000E+00  -1.16963E-03   1.70000E-02            -9
   930   1.72098E-05   4.82422E-06   0.00000E+00   0.00000E+00  -1.17088E-03   1.70000E-02            -9
   931   4.49647E-06  -2.85362E-06   0.00000E+00   0.00000E+00  -1.17216E-03   1.70000E-02            -9
   932   4.67052E-05  -3.68833E-06   0.00000E+00   0.00000E+00  -1.17343E-03   1.70000E-02            -9
   933   4.26551E-05   4.31598E-06   0.00000E+00   0.00000E+00  -1.17466E-03   1.70000E-02            -9
   934   2.05697E-06   1.97646E-06   0.00000E+00   0.00000E+00  -1.17593E-03   1.70000E-02            -9
   935   2.22272E-05  -5.10289E-06   0.00000E+00   0.00000E+00  -1.17721E-03   1.70000E-02            -9
   936   5.48219E-05   5.13971E-08   0.00000E+00   0.00000E+00  -1.17845E-03   1.70000E-02            -9
   937   2.16954E-05   5.08253E-06   0.00000E+00   0.00000E+00  -1.17970E-03   1.70000E-02            -9
   938   2.26814E-06  -2.07127E-06   0.00000E+00   0.00000E+00  -1.18098E-03   1.70000E-02            -9
   939   4.31032E-05  -4.25789E-06   0.00000E+00   0.00000E+00  -1.18225E-03   1.70000E-02            -9
   940   4.63158E-05   3.76002E-06   0.00000E+00   0.00000E+00  -1.18348E-03   1.70000E-02            -9
   941   4.20321E-06   2.76705E-06   0.00000E+00   0.00000E+00  -1.18475E-03   1.70000E-02            -9
   942   1.77154E-05  -4.86148E-06   0.00000E+00   0.00000E+00  -1.18603E-03   1.70000E-02            -9
   943   5.44669E-05  -8.34307E-07   0.00000E+00   0.00000E+00  -1.18728E-03   1.70000E-02            -9
   944   2.63485E-05   5.19203E-06   0.00000E+00   0.00000E+00  -1.18852E-03   1.70000E-02            -9
   945   7.75378E-07  -1.22818E-06   0.00000E+00   0.00000E+00  -1.18980E-03   1.70000E-02            -9
   946   3.90421E-05  -4.70298E-06   0.00000E+00   0.00000E+00  -1.19108E-03   1.70000E-02            -9
   947   4.94232E-05   3.09418E-06   0.00000E+00   0.00000E+00  -1.19231E-03   1.70000E-02            -9
   948   7.02846E-06   3.47650E-06   0.00000E+00   0.00000E+00  -1.19357E-03   1.70000E-02            -9
   949   1.34875E-05  -4.47768E-06   0.00000E+00   0.00000E+00  -1.19485E-03   1.70000E-02            -9
   950   5.33196E-05  -1.69564E-06   0.00000E+00   0.00000E+00  -1.19611E-03   1.70000E-02            -9
   951   3.10328E-05   5.14956E-06   0.00000E+00   0.00000E+00  -1.19734E-03   1.70000E-02            -9
   952   6.18179E-08  -3.49078E-07   0.00000E+00   0.00000E+00  -1.19862E-03   1.70000E-02            -9
   953   3.46406E-05  -5.01055E-06   0.00000E+00   0.00000E+00  -1.19990E-03   1.70000E-02            -9
   954   5.18861E-05   2.33793E-06   0.00000E+00   0.00000E+00  -1.20113E-03   1.70000E-02            -9
   955   1.04501E-05   4.08405E-06   0.00000E+00   0.00000E+00  -1.20239E-03   1.70000E-02            -9
   956   9.66721E-06  -3.96269E-06   0.00000E+00   0.00000E+00  -1.20368E-03   1.70000E-02            -9
   957   5.14138E-05  -2.50745E-06   0.00000E+00   0.00000E+00  -1.20493E-03   1.70000E-02            -9
   958   3.56114E-05   4.95642E-06   0.00000E+00   0.00000E+00  -1.20616E-03   1.70000E-02            -9
   959   1.48310E-07   5.40264E-07   0.00000E+00   0.00000E+00  -1.20744E-03   1.70000E-02            -9
   960   3.00277E-05  -5.17156E-06   0.00000E+00   0.00000E+00  -1.20872E-03   1.70000E-02            -9
   961   5.36324E-05   1.51339E-06   0.00000E+00   0.00000E+00  -1.20996E-03   1.70000E-02            -9
   962   1.43682E-05   4.57192E-06   0.00000E+00   0.00000E+00  -1.21121E-03   1.70000E-02            -9
   963   6.36615E-06  -3.33157E-06   0.00000E+00   0.00000E+00  -1.21250E-03   1.70000E-02            -9
   964   4.88052E-05  -3.24601E-06   0.00000E+00   0.00000E+00  -1.21376E-03   1.70000E-02            -9
   965   3.99502E-05   4.61831E-06   0.00000E+00   0.00000E+00  -1.21499E-03   1.70000E-02            -9
   966   1.03233E-06   1.41376E-06   0.00000E+00   0.00000E+00  -1.21626E-03   1.70000E-02            -9
   967   2.53385E-05  -5.18124E-06   0.00000E+00   0.00000E+00  -1.21754E-03   1.70000E-02            -9
   968   5.46110E-05   6.44636E-07   0.00000E+00   0.00000E+00  -1.21878E-03   1.70000E-02            -9
   969   1.86681E-05   4.92584E-06   0.00000E+00   0.00000E+00  -1.22003E-03   1.70000E-02            -9
   970   3.68088E-06  -2.60279E-06   0.00000E+00   0.00000E+00  -1.22132E-03   1.70000E-02            -9
   971   4.55704E-05  -3.88972E-06   0.00000E+00   0.00000E+00  -1.22258E-03   1.70000E-02            -9
   972   4.39220E-05   4.14517E-06   0.00000E+00   0.00000E+00  -1.22381E-03   1.70000E-02            -9
   973   2.68803E-06   2.24580E-06   0.00000E+00   0.00000E+00  -1.22508E-03   1.70000E-02            -9
   974   2.07101E-05  -5.03926E-06   0.00000E+00   0.00000E+00  -1.22637E-03   1.70000E-02            -9
   975   5.47932E-05  -2.42941E-07   0.00000E+00   0.00000E+00  -1.22761E-03   1.70000E-02            -9
   976   2.32240E-05   5.13551E-06   0.00000E+00   0.00000E+00  -1.22885E-03   1.70000E-02            -9
   977   1.68988E-06  -1.79769E-06   0.00000E+00   0.00000E+00  -1.23014E-03   1.70000E-02            -9
   978   4.18040E-05  -4.41975E-06   0.00000E+00   0.00000E+00  -1.23141E-03   1.70000E-02            -9
   979   4.74107E-05   3.55086E-06   0.00000E+00   0.00000E+00  -1.23264E-03   1.70000E-02            -9
   980   5.06704E-06   3.01198E-06   0.00000E+00   0.00000E+00  -1.23390E-03   1.70000E-02            -9
   981   1.62780E-05  -4.74972E-06   0.00000E+00   0.00000E+00  -1.23519E-03   1.70000E-02            -9
   982   5.41736E-05  -1.12342E-06   0.00000E+00   0.00000E+00  -1.23644E-03   1.70000E-02            -9
   983   2.79026E-05   5.19482E-06   0.00000E+00   0.00000E+00  -1.23767E-03   1.70000E-02            -9
   984   4.51360E-07  -9.39876E-07   0.00000E+00   0.00000E+00  -1.23896E-03   1.70000E-02            -9
   985   3.76164E-05  -4.82056E-06   0.00000E+00   0.00000E+00  -1.24023E-03   1.70000E-02            -9
   986   5.03139E-05   2.85278E-06   0.00000E+00   0.00000E+00  -1.24146E-03   1.70000E-02            -9
   987   8.09981E-06   3.68986E-06   0.00000E+00   0.00000E+00  -1.24272E-03   1.70000E-02            -9
   988   1.21719E-05  -4.32105E-06   0.00000E+00   0.00000E+00  -1.24401E-03   1.70000E-02            -9
   989   5.27703E-05  -1.97109E-06   0.00000E+00   0.00000E+00  -1.24526E-03   1.70000E-02            -9
   990   3.25671E-05   5.10211E-06   0.00000E+00   0.00000E+00  -1.24650E-03   1.70000E-02            -9
   991   1.50500E-09  -5.44971E-08   0.00000E+00   0.00000E+00  -1.24778E-03   1.70000E-02            -9
   992   3.31303E-05  -5.08041E-06   0.00000E+00   0.00000E+00  -1.24905E-03   1.70000E-02            -9
   993   5.25465E-05   2.07137E-06   0.00000E+00   0.00000E+00  -1.25029E-03   1.70000E-02            -9
   994   1.16977E-05   4.25960E-06   0.00000E+00   0.00000E+00  -1.25154E-03   1.70000E-02            -9
   995   8.51176E-06  -3.76577E-06   0.00000E+00   0.00000E+00  -1.25283E-03   1.70000E-02            -9
   996   5.06246E-05  -2.76119E-06   0.00000E+00   0.00000E+00  -1.25409E-03   1.70000E-02            -9
   997   3.70808E-05   4.86013E-06   0.00000E+00   0.00000E+00  -1.25532E-03   1.70000E-02            -9
   998   3.53464E-07   8.32480E-07   0.00000E+00   0.00000E+00  -1.25660E-03   1.70000E-02            -9
